date,country,cases,deaths,icu_patients,hosp_patients,tests,positive_rate,vac,fully_vac,population,month,year
2020-05-31,Norway,3,0,NA,28,167953,0.005,NA,NA,5465629,5,2020
2020-06-01,Norway,6,0,NA,29,168699,0.006,NA,NA,5465629,6,2020
2020-06-02,Norway,9,1,NA,32,172549,0.005,NA,NA,5465629,6,2020
2020-06-03,Norway,22,0,NA,27,175688,0.006,NA,NA,5465629,6,2020
2020-06-04,Norway,27,1,NA,29,178618,0.007,NA,NA,5465629,6,2020
2020-06-05,Norway,18,0,NA,22,181553,0.007,NA,NA,5465629,6,2020
2020-06-06,Norway,9,0,NA,21,182505,0.006,NA,NA,5465629,6,2020
2020-06-07,Norway,16,0,NA,21,183454,0.007,NA,NA,5465629,6,2020
2020-06-08,Norway,14,1,NA,21,189209,0.006,NA,NA,5465629,6,2020
2020-06-09,Norway,15,0,NA,21,194871,0.005,NA,NA,5465629,6,2020
2020-06-10,Norway,18,0,NA,18,199433,0.005,NA,NA,5465629,6,2020
2020-06-11,Norway,14,3,NA,16,204302,0.004,NA,NA,5465629,6,2020
2020-06-12,Norway,12,0,NA,16,208937,0.004,NA,NA,5465629,6,2020
2020-06-13,Norway,8,0,NA,18,210186,0.004,NA,NA,5465629,6,2020
2020-06-14,Norway,3,0,NA,NA,211321,0.003,NA,NA,5465629,6,2020
2020-06-15,Norway,16,0,NA,18,217176,0.003,NA,NA,5465629,6,2020
2020-06-16,Norway,13,0,NA,18,222629,0.003,NA,NA,5465629,6,2020
2020-06-17,Norway,32,1,NA,18,227614,0.003,NA,NA,5465629,6,2020
2020-06-18,Norway,16,1,NA,19,232179,0.004,NA,NA,5465629,6,2020
2020-06-19,Norway,18,0,NA,17,235994,0.004,NA,NA,5465629,6,2020
2020-06-20,Norway,16,0,NA,NA,237059,0.004,NA,NA,5465629,6,2020
2020-06-21,Norway,3,0,NA,NA,238093,0.004,NA,NA,5465629,6,2020
2020-06-22,Norway,6,4,NA,13,243131,0.004,NA,NA,5465629,6,2020
2020-06-23,Norway,21,0,NA,12,247797,0.004,NA,NA,5465629,6,2020
2020-06-24,Norway,16,1,NA,16,252433,0.004,NA,NA,5465629,6,2020
2020-06-25,Norway,0,0,NA,18,256613,0.003,NA,NA,5465629,6,2020
2020-06-26,Norway,44,0,NA,20,260548,0.004,NA,NA,5465629,6,2020
2020-06-27,Norway,14,0,NA,NA,261664,0.004,NA,NA,5465629,6,2020
2020-06-28,Norway,9,0,NA,NA,262657,0.004,NA,NA,5465629,6,2020
2020-06-29,Norway,7,0,NA,18,268605,0.004,NA,NA,5465629,6,2020
2020-06-30,Norway,17,1,NA,18,273637,0.004,NA,NA,5465629,6,2020
2020-07-01,Norway,17,1,NA,17,278761,0.004,NA,NA,5465629,7,2020
2020-07-02,Norway,6,0,NA,19,283510,0.004,NA,NA,5465629,7,2020
2020-07-03,Norway,19,0,NA,15,288053,0.003,NA,NA,5465629,7,2020
2020-07-04,Norway,5,0,NA,NA,289483,0.003,NA,NA,5465629,7,2020
2020-07-05,Norway,4,0,NA,NA,290682,0.003,NA,NA,5465629,7,2020
2020-07-06,Norway,6,0,NA,11,297010,0.003,NA,NA,5465629,7,2020
2020-07-07,Norway,11,0,NA,9,302361,0.002,NA,NA,5465629,7,2020
2020-07-08,Norway,3,0,NA,8,307668,0.002,NA,NA,5465629,7,2020
2020-07-09,Norway,15,1,NA,8,312487,0.002,NA,NA,5465629,7,2020
2020-07-10,Norway,9,0,NA,4,317190,0.002,NA,NA,5465629,7,2020
2020-07-11,Norway,3,0,NA,NA,318587,0.002,NA,NA,5465629,7,2020
2020-07-12,Norway,4,0,NA,NA,319788,0.002,NA,NA,5465629,7,2020
2020-07-13,Norway,3,1,NA,7,326165,0.002,NA,NA,5465629,7,2020
2020-07-14,Norway,17,0,NA,7,331433,0.002,NA,NA,5465629,7,2020
2020-07-15,Norway,10,0,NA,5,336842,0.002,NA,NA,5465629,7,2020
2020-07-16,Norway,4,1,NA,6,341404,0.002,NA,NA,5465629,7,2020
2020-07-17,Norway,10,1,NA,8,345551,0.002,NA,NA,5465629,7,2020
2020-07-18,Norway,3,0,NA,NA,346972,0.002,NA,NA,5465629,7,2020
2020-07-19,Norway,0,0,NA,NA,348322,0.002,NA,NA,5465629,7,2020
2020-07-20,Norway,6,0,NA,10,354346,0.002,NA,NA,5465629,7,2020
2020-07-21,Norway,19,0,NA,7,359171,0.002,NA,NA,5465629,7,2020
2020-07-22,Norway,6,0,NA,3,364101,0.002,NA,NA,5465629,7,2020
2020-07-23,Norway,26,0,NA,3,368586,0.003,NA,NA,5465629,7,2020
2020-07-24,Norway,7,0,NA,3,373111,0.002,NA,NA,5465629,7,2020
2020-07-25,Norway,19,0,NA,NA,374820,0.003,NA,NA,5465629,7,2020
2020-07-26,Norway,6,0,NA,NA,376293,0.003,NA,NA,5465629,7,2020
2020-07-27,Norway,15,0,NA,7,383177,0.003,NA,NA,5465629,7,2020
2020-07-28,Norway,18,0,NA,5,389073,0.003,NA,NA,5465629,7,2020
2020-07-29,Norway,22,0,NA,6,394970,0.004,NA,NA,5465629,7,2020
2020-07-30,Norway,36,0,NA,6,400538,0.004,NA,NA,5465629,7,2020
2020-07-31,Norway,32,0,NA,3,406006,0.004,NA,NA,5465629,7,2020
2020-08-01,Norway,13,0,NA,NA,408120,0.004,NA,NA,5465629,8,2020
2020-08-02,Norway,15,0,NA,NA,410025,0.004,NA,NA,5465629,8,2020
2020-08-03,Norway,66,1,NA,14,419353,0.006,NA,NA,5465629,8,2020
2020-08-04,Norway,28,0,NA,12,427799,0.005,NA,NA,5465629,8,2020
2020-08-05,Norway,47,0,NA,11,436564,0.006,NA,NA,5465629,8,2020
2020-08-06,Norway,59,0,NA,14,445259,0.006,NA,NA,5465629,8,2020
2020-08-07,Norway,83,0,NA,15,453706,0.007,NA,NA,5465629,8,2020
2020-08-08,Norway,48,0,NA,NA,457007,0.007,NA,NA,5465629,8,2020
2020-08-09,Norway,39,0,NA,NA,460181,0.007,NA,NA,5465629,8,2020
2020-08-10,Norway,46,0,NA,16,473689,0.006,NA,NA,5465629,8,2020
2020-08-11,Norway,67,0,NA,15,486666,0.007,NA,NA,5465629,8,2020
2020-08-12,Norway,32,0,NA,15,500115,0.006,NA,NA,5465629,8,2020
2020-08-13,Norway,68,1,NA,12,513392,0.006,NA,NA,5465629,8,2020
2020-08-14,Norway,57,4,NA,8,527181,0.005,NA,NA,5465629,8,2020
2020-08-15,Norway,57,0,NA,NA,533220,0.005,NA,NA,5465629,8,2020
2020-08-16,Norway,40,0,NA,NA,538521,0.005,NA,NA,5465629,8,2020
2020-08-17,Norway,55,0,NA,14,556802,0.005,NA,NA,5465629,8,2020
2020-08-18,Norway,51,1,NA,12,573797,0.004,NA,NA,5465629,8,2020
2020-08-19,Norway,51,0,NA,11,590337,0.004,NA,NA,5465629,8,2020
2020-08-20,Norway,35,2,NA,10,606010,0.004,NA,NA,5465629,8,2020
2020-08-21,Norway,78,0,NA,13,621286,0.004,NA,NA,5465629,8,2020
2020-08-22,Norway,24,0,NA,NA,628104,0.004,NA,NA,5465629,8,2020
2020-08-23,Norway,24,0,NA,NA,635071,0.003,NA,NA,5465629,8,2020
2020-08-24,Norway,72,0,NA,17,656270,0.003,NA,NA,5465629,8,2020
2020-08-25,Norway,59,0,NA,18,675668,0.003,NA,NA,5465629,8,2020
2020-08-26,Norway,50,0,NA,17,694535,0.003,NA,NA,5465629,8,2020
2020-08-27,Norway,38,0,NA,17,711883,0.003,NA,NA,5465629,8,2020
2020-08-28,Norway,40,0,NA,16,728387,0.003,NA,NA,5465629,8,2020
2020-08-29,Norway,29,0,NA,NA,734785,0.003,NA,NA,5465629,8,2020
2020-08-30,Norway,32,0,NA,NA,741583,0.003,NA,NA,5465629,8,2020
2020-08-31,Norway,139,0,NA,12,764327,0.004,NA,NA,5465629,8,2020
2020-09-01,Norway,89,0,NA,11,784778,0.004,NA,NA,5465629,9,2020
2020-09-02,Norway,163,0,NA,11,803980,0.005,NA,NA,5465629,9,2020
2020-09-03,Norway,86,0,NA,13,821729,0.005,NA,NA,5465629,9,2020
2020-09-04,Norway,111,0,NA,16,837337,0.006,NA,NA,5465629,9,2020
2020-09-05,Norway,65,0,NA,NA,843359,0.006,NA,NA,5465629,9,2020
2020-09-06,Norway,92,0,NA,NA,849791,0.007,NA,NA,5465629,9,2020
2020-09-07,Norway,133,0,NA,15,870831,0.007,NA,NA,5465629,9,2020
2020-09-08,Norway,102,0,NA,11,889716,0.007,NA,NA,5465629,9,2020
2020-09-09,Norway,123,0,NA,14,907674,0.007,NA,NA,5465629,9,2020
2020-09-10,Norway,121,1,NA,11,923377,0.007,NA,NA,5465629,9,2020
2020-09-11,Norway,136,0,NA,16,938371,0.008,NA,NA,5465629,9,2020
2020-09-12,Norway,76,0,NA,NA,945488,0.008,NA,NA,5465629,9,2020
2020-09-13,Norway,75,0,NA,NA,952263,0.007,NA,NA,5465629,9,2020
2020-09-14,Norway,122,0,NA,21,973811,0.007,NA,NA,5465629,9,2020
2020-09-15,Norway,117,0,NA,18,992832,0.007,NA,NA,5465629,9,2020
2020-09-16,Norway,105,0,NA,16,1010538,0.007,NA,NA,5465629,9,2020
2020-09-17,Norway,146,1,NA,20,1025831,0.008,NA,NA,5465629,9,2020
2020-09-18,Norway,125,1,NA,16,1039987,0.008,NA,NA,5465629,9,2020
2020-09-19,Norway,89,0,NA,NA,1045833,0.008,NA,NA,5465629,9,2020
2020-09-20,Norway,39,0,NA,NA,1051656,0.007,NA,NA,5465629,9,2020
2020-09-21,Norway,108,0,NA,23,1072480,0.007,NA,NA,5465629,9,2020
2020-09-22,Norway,148,0,NA,21,1089294,0.008,NA,NA,5465629,9,2020
2020-09-23,Norway,124,0,NA,19,1105679,0.008,NA,NA,5465629,9,2020
2020-09-24,Norway,129,3,NA,24,1120179,0.008,NA,NA,5465629,9,2020
2020-09-25,Norway,139,0,NA,19,1134089,0.008,NA,NA,5465629,9,2020
2020-09-26,Norway,82,0,NA,NA,1140132,0.008,NA,NA,5465629,9,2020
2020-09-27,Norway,71,0,NA,NA,1146121,0.008,NA,NA,5465629,9,2020
2020-09-28,Norway,90,4,NA,21,1165379,0.008,NA,NA,5465629,9,2020
2020-09-29,Norway,127,0,NA,24,1180918,0.008,NA,NA,5465629,9,2020
2020-09-30,Norway,112,0,NA,28,1195918,0.008,NA,NA,5465629,9,2020
2020-10-01,Norway,122,0,NA,25,1208874,0.008,NA,NA,5465629,10,2020
2020-10-02,Norway,135,1,NA,27,1222075,0.008,NA,NA,5465629,10,2020
2020-10-03,Norway,78,0,NA,NA,1227908,0.008,NA,NA,5465629,10,2020
2020-10-04,Norway,95,0,NA,NA,1233949,0.009,NA,NA,5465629,10,2020
2020-10-05,Norway,148,0,NA,25,1253305,0.009,NA,NA,5465629,10,2020
2020-10-06,Norway,179,0,NA,22,1268321,0.01,NA,NA,5465629,10,2020
2020-10-07,Norway,229,0,NA,25,1282691,0.011,NA,NA,5465629,10,2020
2020-10-08,Norway,208,0,NA,27,1295826,0.012,NA,NA,5465629,10,2020
2020-10-09,Norway,167,0,NA,23,1308649,0.013,NA,NA,5465629,10,2020
2020-10-10,Norway,78,0,NA,NA,1314577,0.013,NA,NA,5465629,10,2020
2020-10-11,Norway,58,0,NA,NA,1321067,0.012,NA,NA,5465629,10,2020
2020-10-12,Norway,115,1,NA,31,1340994,0.012,NA,NA,5465629,10,2020
2020-10-13,Norway,154,1,NA,27,1356830,0.011,NA,NA,5465629,10,2020
2020-10-14,Norway,160,0,NA,23,1372171,0.011,NA,NA,5465629,10,2020
2020-10-15,Norway,184,1,NA,24,1386028,0.01,NA,NA,5465629,10,2020
2020-10-16,Norway,135,0,NA,28,1399172,0.01,NA,NA,5465629,10,2020
2020-10-17,Norway,97,0,NA,NA,1405145,0.01,NA,NA,5465629,10,2020
2020-10-18,Norway,88,0,NA,NA,1411587,0.01,NA,NA,5465629,10,2020
2020-10-19,Norway,146,0,NA,28,1432341,0.011,NA,NA,5465629,10,2020
2020-10-20,Norway,169,0,NA,29,1449419,0.011,NA,NA,5465629,10,2020
2020-10-21,Norway,192,1,NA,36,1465686,0.011,NA,NA,5465629,10,2020
2020-10-22,Norway,270,0,NA,44,1481351,0.012,NA,NA,5465629,10,2020
2020-10-23,Norway,298,0,NA,44,1496841,0.013,NA,NA,5465629,10,2020
2020-10-24,Norway,217,0,NA,NA,1504372,0.014,NA,NA,5465629,10,2020
2020-10-25,Norway,160,0,NA,NA,1512210,0.014,NA,NA,5465629,10,2020
2020-10-26,Norway,433,0,NA,54,1535863,0.017,NA,NA,5465629,10,2020
2020-10-27,Norway,324,1,NA,51,1556938,0.018,NA,NA,5465629,10,2020
2020-10-28,Norway,403,0,NA,49,1578304,0.019,NA,NA,5465629,10,2020
2020-10-29,Norway,495,1,NA,47,1599400,0.02,NA,NA,5465629,10,2020
2020-10-30,Norway,498,1,NA,60,1620090,0.021,NA,NA,5465629,10,2020
2020-10-31,Norway,269,0,NA,60,1629733,0.021,NA,NA,5465629,10,2020
2020-11-01,Norway,304,0,NA,63,1639484,0.021,NA,NA,5465629,11,2020
2020-11-02,Norway,704,0,NA,64,1667528,0.023,NA,NA,5465629,11,2020
2020-11-03,Norway,617,0,NA,61,1694862,0.024,NA,NA,5465629,11,2020
2020-11-04,Norway,622,0,NA,70,1720739,0.025,NA,NA,5465629,11,2020
2020-11-05,Norway,651,2,NA,72,1748632,0.025,NA,NA,5465629,11,2020
2020-11-06,Norway,606,1,NA,88,1776014,0.024,NA,NA,5465629,11,2020
2020-11-07,Norway,408,0,NA,92,1788580,0.025,NA,NA,5465629,11,2020
2020-11-08,Norway,489,0,NA,96,1800331,0.025,NA,NA,5465629,11,2020
2020-11-09,Norway,593,0,NA,97,1831500,0.024,NA,NA,5465629,11,2020
2020-11-10,Norway,562,0,NA,104,1857233,0.024,NA,NA,5465629,11,2020
2020-11-11,Norway,624,0,NA,95,1881096,0.025,NA,NA,5465629,11,2020
2020-11-12,Norway,717,6,NA,110,1904787,0.026,NA,NA,5465629,11,2020
2020-11-13,Norway,688,3,NA,109,1926958,0.027,NA,NA,5465629,11,2020
2020-11-14,Norway,518,0,NA,117,1936874,0.028,NA,NA,5465629,11,2020
2020-11-15,Norway,0,0,NA,127,1947835,0.025,NA,NA,5465629,11,2020
2020-11-16,Norway,0,0,NA,135,1976385,0.021,NA,NA,5465629,11,2020
2020-11-17,Norway,1680,4,NA,139,1998218,0.03,NA,NA,5465629,11,2020
2020-11-18,Norway,656,2,NA,143,2019844,0.031,NA,NA,5465629,11,2020
2020-11-19,Norway,671,5,NA,138,2039234,0.031,NA,NA,5465629,11,2020
2020-11-20,Norway,573,1,NA,127,2057380,0.031,NA,NA,5465629,11,2020
2020-11-21,Norway,338,0,NA,124,2065680,0.03,NA,NA,5465629,11,2020
2020-11-22,Norway,413,0,NA,129,2074047,0.034,NA,NA,5465629,11,2020
2020-11-23,Norway,418,5,NA,138,2099850,0.038,NA,NA,5465629,11,2020
2020-11-24,Norway,534,3,NA,128,2119385,0.03,NA,NA,5465629,11,2020
2020-11-25,Norway,551,2,NA,116,2138826,0.029,NA,NA,5465629,11,2020
2020-11-26,Norway,480,0,NA,123,2157437,0.028,NA,NA,5465629,11,2020
2020-11-27,Norway,445,12,NA,121,2173384,0.027,NA,NA,5465629,11,2020
2020-11-28,Norway,353,0,NA,118,2180405,0.028,NA,NA,5465629,11,2020
2020-11-29,Norway,282,0,NA,123,2187518,0.027,NA,NA,5465629,11,2020
2020-11-30,Norway,322,4,NA,129,2210550,0.027,NA,NA,5465629,11,2020
2020-12-01,Norway,441,2,NA,128,2228933,0.026,NA,NA,5465629,12,2020
2020-12-02,Norway,378,17,NA,128,2246604,0.025,0,NA,5465629,12,2020
2020-12-03,Norway,402,2,NA,111,2264190,0.025,0,NA,5465629,12,2020
2020-12-04,Norway,430,1,NA,128,2279893,0.024,0,NA,5465629,12,2020
2020-12-05,Norway,272,0,NA,131,2286702,0.024,0,NA,5465629,12,2020
2020-12-06,Norway,250,0,NA,132,2294066,0.023,0,NA,5465629,12,2020
2020-12-07,Norway,380,5,NA,151,2317777,0.024,0,NA,5465629,12,2020
2020-12-08,Norway,460,2,NA,139,2336828,0.024,0,NA,5465629,12,2020
2020-12-09,Norway,362,0,NA,132,2355756,0.023,5,NA,5465629,12,2020
2020-12-10,Norway,498,21,NA,136,2375084,0.024,5,NA,5465629,12,2020
2020-12-11,Norway,416,5,NA,132,2392903,0.023,9,NA,5465629,12,2020
2020-12-12,Norway,364,0,NA,118,2401882,0.024,9,NA,5465629,12,2020
2020-12-13,Norway,200,0,NA,121,2411023,0.023,9,NA,5465629,12,2020
2020-12-14,Norway,331,6,NA,133,2437150,0.022,9,NA,5465629,12,2020
2020-12-15,Norway,518,2,NA,126,2459767,0.022,11,NA,5465629,12,2020
2020-12-16,Norway,460,7,NA,133,2482904,0.022,16,NA,5465629,12,2020
2020-12-17,Norway,464,2,NA,121,2506870,0.021,22,NA,5465629,12,2020
2020-12-18,Norway,431,0,NA,122,2531146,0.02,36,NA,5465629,12,2020
2020-12-19,Norway,375,0,NA,136,2544459,0.019,41,NA,5465629,12,2020
2020-12-20,Norway,323,0,NA,138,2557181,0.02,48,NA,5465629,12,2020
2020-12-21,Norway,431,1,NA,146,2589026,0.02,60,NA,5465629,12,2020
2020-12-22,Norway,596,0,NA,138,2615581,0.02,74,NA,5465629,12,2020
2020-12-23,Norway,523,16,NA,129,2633930,0.021,89,NA,5465629,12,2020
2020-12-24,Norway,476,0,NA,123,2640019,0.024,101,NA,5465629,12,2020
2020-12-25,Norway,317,0,NA,113,2646615,0.026,101,NA,5465629,12,2020
2020-12-26,Norway,430,0,NA,112,2657553,0.027,109,NA,5465629,12,2020
2020-12-27,Norway,381,0,NA,129,2667869,0.028,125,NA,5465629,12,2020
2020-12-28,Norway,526,8,NA,141,2689648,0.032,749,NA,5465629,12,2020
2020-12-29,Norway,693,4,NA,151,2708980,0.036,1836,NA,5465629,12,2020
2020-12-30,Norway,732,3,NA,145,2728082,0.038,2301,NA,5465629,12,2020
2020-12-31,Norway,557,0,NA,140,2737148,0.037,2387,NA,5465629,12,2020
2021-01-01,Norway,236,0,NA,126,2744415,0.036,2411,NA,5465629,1,2021
2021-01-02,Norway,463,0,NA,127,2759766,0.035,2427,NA,5465629,1,2021
2021-01-03,Norway,450,0,NA,128,2775076,0.034,2463,NA,5465629,1,2021
2021-01-04,Norway,529,13,NA,129,2813029,0.03,2493,NA,5465629,1,2021
2021-01-05,Norway,935,3,NA,133,2844726,0.029,5924,NA,5465629,1,2021
2021-01-06,Norway,787,13,NA,129,2874547,0.027,15053,9,5465629,1,2021
2021-01-07,Norway,825,2,NA,127,2903762,0.025,21661,10,5465629,1,2021
2021-01-08,Norway,684,5,NA,131,2931403,0.025,23314,19,5465629,1,2021
2021-01-09,Norway,443,0,NA,125,2946798,0.025,23484,21,5465629,1,2021
2021-01-10,Norway,555,0,NA,143,2961474,0.026,23619,27,5465629,1,2021
2021-01-11,Norway,429,6,NA,147,2994090,0.026,24032,36,5465629,1,2021
2021-01-12,Norway,712,4,NA,149,3017617,0.026,28381,45,5465629,1,2021
2021-01-13,Norway,667,27,NA,156,3039878,0.026,38323,55,5465629,1,2021
2021-01-14,Norway,454,2,NA,164,3060083,0.025,46905,65,5465629,1,2021
2021-01-15,Norway,466,6,NA,158,3078682,0.025,51508,68,5465629,1,2021
2021-01-16,Norway,243,0,NA,150,3087351,0.025,52346,72,5465629,1,2021
2021-01-17,Norway,206,0,NA,158,3096002,0.024,52729,80,5465629,1,2021
2021-01-18,Norway,383,4,NA,152,3119323,0.025,54047,387,5465629,1,2021
2021-01-19,Norway,422,4,NA,132,3137177,0.024,58695,1221,5465629,1,2021
2021-01-20,Norway,431,18,NA,124,3154742,0.023,68842,1931,5465629,1,2021
2021-01-21,Norway,372,1,NA,125,3169993,0.023,77427,2109,5465629,1,2021
2021-01-22,Norway,306,0,NA,131,3185071,0.022,80850,2128,5465629,1,2021
2021-01-23,Norway,238,0,NA,129,3193561,0.022,81262,2137,5465629,1,2021
2021-01-24,Norway,279,0,NA,135,3203140,0.023,81351,2146,5465629,1,2021
2021-01-25,Norway,233,4,NA,135,3231084,0.02,81949,2165,5465629,1,2021
2021-01-26,Norway,279,2,NA,122,3252431,0.019,84308,4569,5465629,1,2021
2021-01-27,Norway,367,6,NA,120,3273180,0.018,95985,12415,5465629,1,2021
2021-01-28,Norway,315,1,NA,104,3293617,0.016,107008,19108,5465629,1,2021
2021-01-29,Norway,299,7,NA,99,3311565,0.016,110926,21246,5465629,1,2021
2021-01-30,Norway,218,0,NA,87,3318878,0.016,111128,21471,5465629,1,2021
2021-01-31,Norway,173,0,NA,90,3326014,0.015,111306,21539,5465629,1,2021
2021-02-01,Norway,296,3,NA,96,3348643,0.017,111553,21898,5465629,2,2021
2021-02-02,Norway,291,1,NA,94,3366458,0.017,117975,25249,5465629,2,2021
2021-02-03,Norway,286,6,NA,95,3384417,0.017,143342,34087,5465629,2,2021
2021-02-04,Norway,373,8,NA,94,3402049,0.018,169591,43020,5465629,2,2021
2021-02-05,Norway,271,0,NA,95,3418123,0.018,180426,48078,5465629,2,2021
2021-02-06,Norway,170,0,NA,85,3425716,0.017,181287,48862,5465629,2,2021
2021-02-07,Norway,119,0,NA,91,3432594,0.017,181633,49205,5465629,2,2021
2021-02-08,Norway,346,0,NA,91,3455513,0.017,181765,50172,5465629,2,2021
2021-02-09,Norway,220,1,NA,94,3476488,0.016,187435,53610,5465629,2,2021
2021-02-10,Norway,209,9,NA,88,3495911,0.015,210655,62718,5465629,2,2021
2021-02-11,Norway,264,0,NA,82,3513716,0.014,231844,71639,5465629,2,2021
2021-02-12,Norway,425,0,NA,80,3531815,0.015,240056,75391,5465629,2,2021
2021-02-13,Norway,156,0,NA,76,3540184,0.015,241010,75736,5465629,2,2021
2021-02-14,Norway,109,0,NA,85,3546921,0.015,241151,75752,5465629,2,2021
2021-02-15,Norway,353,1,NA,87,3569184,0.015,242022,76538,5465629,2,2021
2021-02-16,Norway,286,0,NA,79,3588864,0.016,248235,78854,5465629,2,2021
2021-02-17,Norway,358,14,NA,69,3608744,0.017,270176,89625,5465629,2,2021
2021-02-18,Norway,326,0,NA,72,3627497,0.018,289291,100811,5465629,2,2021
2021-02-19,Norway,283,0,NA,76,3645612,0.016,300150,105767,5465629,2,2021
2021-02-20,Norway,208,0,NA,79,3654525,0.017,300716,105992,5465629,2,2021
2021-02-21,Norway,217,0,NA,85,3662191,0.018,300807,106164,5465629,2,2021
2021-02-22,Norway,226,1,NA,93,3682730,0.017,303435,106354,5465629,2,2021
2021-02-23,Norway,390,0,NA,92,3699833,0.018,309511,111795,5465629,2,2021
2021-02-24,Norway,341,12,NA,95,3718079,0.018,320760,135037,5465629,2,2021
2021-02-25,Norway,551,0,NA,92,3736814,0.02,332006,161867,5465629,2,2021
2021-02-26,Norway,524,2,NA,93,3756420,0.022,340462,172159,5465629,2,2021
2021-02-27,Norway,262,0,NA,95,3766966,0.022,340966,172452,5465629,2,2021
2021-02-28,Norway,180,0,NA,95,3778289,0.021,341522,172635,5465629,2,2021
2021-03-01,Norway,729,1,NA,102,3805226,0.024,347628,172740,5465629,3,2021
2021-03-02,Norway,499,0,NA,109,3829198,0.024,358411,176745,5465629,3,2021
2021-03-03,Norway,689,9,NA,105,3853633,0.025,376504,195574,5465629,3,2021
2021-03-04,Norway,570,0,NA,111,3878511,0.024,392952,214637,5465629,3,2021
2021-03-05,Norway,690,0,NA,120,3904724,0.024,405058,221472,5465629,3,2021
2021-03-06,Norway,363,0,NA,130,3920388,0.024,405559,222003,5465629,3,2021
2021-03-07,Norway,396,0,NA,140,3935905,0.025,405746,222022,5465629,3,2021
2021-03-08,Norway,828,0,NA,147,3971835,0.024,410917,222096,5465629,3,2021
2021-03-09,Norway,714,0,NA,155,4003503,0.024,423789,226508,5465629,3,2021
2021-03-10,Norway,685,0,NA,161,4035045,0.023,445266,244431,5465629,3,2021
2021-03-11,Norway,872,7,NA,159,4065600,0.024,457378,261824,5465629,3,2021
2021-03-12,Norway,905,0,NA,161,4095405,0.025,459828,270464,5465629,3,2021
2021-03-13,Norway,854,0,NA,177,4112495,0.027,459981,270811,5465629,3,2021
2021-03-14,Norway,640,0,NA,200,4129040,0.028,460047,270953,5465629,3,2021
2021-03-15,Norway,865,1,NA,221,4164455,0.029,460239,271431,5465629,3,2021
2021-03-16,Norway,1150,1,NA,224,4195345,0.031,466218,272219,5465629,3,2021
2021-03-17,Norway,1064,7,NA,226,4228136,0.033,489817,274182,5465629,3,2021
2021-03-18,Norway,1034,0,NA,225,4259862,0.034,511252,275815,5465629,3,2021
2021-03-19,Norway,989,0,NA,235,4289953,0.034,518309,276893,5465629,3,2021
2021-03-20,Norway,820,0,NA,233,4307202,0.034,518937,276946,5465629,3,2021
2021-03-21,Norway,577,0,NA,244,4322802,0.034,519214,277027,5465629,3,2021
2021-03-22,Norway,1096,1,NA,266,4359871,0.034,520900,277151,5465629,3,2021
2021-03-23,Norway,1085,0,NA,264,4392801,0.034,534332,278220,5465629,3,2021
2021-03-24,Norway,984,7,NA,267,4427576,0.033,574033,282204,5465629,3,2021
2021-03-25,Norway,831,0,NA,250,4460966,0.032,613321,284855,5465629,3,2021
2021-03-26,Norway,1072,0,NA,260,4493998,0.032,631010,286137,5465629,3,2021
2021-03-27,Norway,462,0,NA,264,4511797,0.03,631876,286184,5465629,3,2021
2021-03-28,Norway,681,0,NA,275,4525913,0.031,632288,286221,5465629,3,2021
2021-03-29,Norway,989,4,NA,285,4556311,0.031,637239,286393,5465629,3,2021
2021-03-30,Norway,1069,1,NA,288,4578157,0.033,670014,290912,5465629,3,2021
2021-03-31,Norway,871,12,NA,293,4596571,0.035,707465,298908,5465629,3,2021
2021-04-01,Norway,691,0,NA,287,4607098,0.04,717208,300501,5465629,4,2021
2021-04-02,Norway,640,0,NA,289,4618474,0.043,721718,301285,5465629,4,2021
2021-04-03,Norway,692,0,NA,306,4629338,0.048,722098,301340,5465629,4,2021
2021-04-04,Norway,574,0,NA,299,4640730,0.048,722564,301410,5465629,4,2021
2021-04-05,Norway,573,3,NA,295,4657471,0.051,724099,301562,5465629,4,2021
2021-04-06,Norway,900,1,NA,296,4688810,0.045,743187,304326,5465629,4,2021
2021-04-07,Norway,933,6,NA,307,4714981,0.042,802760,308177,5465629,4,2021
2021-04-08,Norway,878,1,NA,298,4738085,0.04,860890,312567,5465629,4,2021
2021-04-09,Norway,759,0,NA,281,4762189,0.037,888744,313336,5465629,4,2021
2021-04-10,Norway,255,0,NA,280,4775297,0.033,889969,313447,5465629,4,2021
2021-04-11,Norway,647,0,NA,276,4786462,0.034,890613,313508,5465629,4,2021
2021-04-12,Norway,648,3,NA,288,4814203,0.032,894487,313680,5465629,4,2021
2021-04-13,Norway,739,1,NA,269,4835773,0.033,920472,314195,5465629,4,2021
2021-04-14,Norway,599,18,NA,261,4857737,0.032,988544,315782,5465629,4,2021
2021-04-15,Norway,617,1,NA,245,4877454,0.031,1054640,317146,5465629,4,2021
2021-04-16,Norway,503,1,NA,242,4895776,0.03,1084048,318134,5465629,4,2021
2021-04-17,Norway,417,0,NA,220,4905291,0.032,1086180,318363,5465629,4,2021
2021-04-18,Norway,366,0,NA,209,4914262,0.03,1087549,318421,5465629,4,2021
2021-04-19,Norway,518,1,NA,221,4937103,0.031,1094169,318690,5465629,4,2021
2021-04-20,Norway,314,0,NA,218,4956012,0.028,1114088,319664,5465629,4,2021
2021-04-21,Norway,795,25,NA,212,4975649,0.03,1173925,322798,5465629,4,2021
