ship,job_id,job_desc,item_id,item_name,item_quantity,item_manufaturer,component_id,component_desc,done_date,year,days
Ship-21,446,16000H Overhauling ME Exhaust Valve,601.002.076,O-Ring,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2018-12-31,2018,243
Ship-21,452,16000H Overhauling ME Exhaust Valve,601.002.076,O-Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-04,2019,4
Ship-21,449,16000H Overhauling ME Exhaust Valve,601.002.076,O-Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-04,2019,0
Ship-21,2357,"16000H Overhauled ME Exhaust Valve No.7 Sines,Portugal Done Date:Dec.31,2018",601.002.076,O-Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-05,2019,1
Ship-21,2355,"16000H Overhauled ME Exhaust Valve No.5 Sines,Portugal Done Date:Dec.31,2018",601.002.076,O-Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-05,2019,0
Ship-21,2349,"16000H Overhauled ME Exhaust Valve No.2 Sines,Portugal Done Date:Dec.31,2018",601.002.076,O-Ring,0,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2019-01-05,2019,0
Ship-21,451,16000H Overhauling ME Exhaust Valve,601.002.076,O-Ring,1,STX MAN B&W,601.002.36,ME Exhaust Valve No 6,2019-07-01,2019,177
Ship-9,734,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2017-10-28,2017,NA
Ship-9,3371,Replaced with ready spare exhaust valve assembly,601.002.076,O-Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2017-10-28,2017,0
Ship-10,732,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.33,Exhaust Valve 03,2016-03-11,2016,NA
Ship-10,738,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2016-03-11,2016,0
Ship-10,740,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.38,Exhaust Valve 08,2016-03-11,2016,0
Ship-10,734,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2016-03-11,2016,0
Ship-10,498,24000H Overhauling the Cylinder Cover,601.002.077,Sealing Ring,0,MAN B&W,601.002.05,Cylinder Cover 05,2018-10-27,2018,960
Ship-10,87,24000H Overhauling the Cylinder Cover,601.002.077,Sealing Ring,0,MAN B&W,601.002.06,Cylinder Cover 06,2018-10-27,2018,0
Ship-10,496,24000H Overhauling the Cylinder Cover,601.002.077,Sealing Ring,0,MAN B&W,601.002.03,Cylinder Cover 03,2018-10-27,2018,0
Ship-10,494,24000H Overhauling the Cylinder Cover,601.002.077,Sealing Ring,0,MAN B&W,601.002.01,Cylinder Cover 01,2018-10-27,2018,0
Ship-10,499,24000H Overhauling the Cylinder Cover,601.002.077,Sealing Ring,0,MAN B&W,601.002.07,Cylinder Cover 07,2018-10-27,2018,0
Ship-10,497,24000H Overhauling the Cylinder Cover,601.002.077,Sealing Ring,0,MAN B&W,601.002.04,Cylinder Cover 04,2018-10-27,2018,0
Ship-10,87,24000H Overhauling the Cylinder Cover,601.002.077,Sealing Ring,1,MAN B&W,601.002.06,Cylinder Cover 06,2020-01-20,2020,450
Ship-10,506,24000H Overhauling the Cylinder Cover,601.002.077,Sealing Ring,1,MAN B&W,601.002.08,Cylinder Cover 08,2020-01-22,2020,2
Ship-10,1,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.36,NA,2020-03-28,2020,66
Ship-10,728,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.31,Exhaust Valve 01,2020-03-28,2020,0
Ship-11,114,16000H Overhauling the Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-04-27,2019,NA
Ship-11,740,16000H Overhauling of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.38,Exhaust Valve 08,2019-04-27,2019,0
Ship-11,734,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2019-07-29,2019,93
Ship-11,728,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.31,Exhaust Valve 01,2019-07-29,2019,0
Ship-11,730,16000H Overhaul of  Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.32,Exhaust Valve 02,2019-07-30,2019,1
Ship-11,736,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,2,MAN B&W,601.002.35,Exhaust Valve 05,2019-08-14,2019,15
Ship-11,738,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,2,MAN B&W,601.002.37,Exhaust Valve 07,2019-08-14,2019,0
Ship-12,732,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.33,Exhaust Valve 03,2020-01-31,2020,NA
Ship-12,114,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.36,Exhaust Valve 06,2020-01-31,2020,0
Ship-12,738,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2020-01-31,2020,0
Ship-13,728,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.31,Exhaust Valve 01,2018-11-27,2018,NA
Ship-13,734,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2018-11-27,2018,0
Ship-13,738,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-03-15,2019,108
Ship-13,114,16000H Overhauling the Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-03-15,2019,0
Ship-13,736,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-03-15,2019,0
Ship-14,2077,Replaced exhaust valve with ships recon spares (RH 42153.00),601.002.077,Sealing Ring,1,MAN B&W,601.002.32,Exhaust Valve 02,2018-03-12,2018,NA
Ship-19,446,16000H Overhauling ME Exhaust Valve,601.002.077,Sealing Ring,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2015-11-10,2015,NA
Ship-19,445,16000H Overhauling ME Exhaust Valve,601.002.077,Sealing Ring,1,STX MAN B&W,601.002.31,ME Exhaust Valve No 1,2015-11-25,2015,15
Ship-19,448,16000H Overhauling ME Exhaust Valve,601.002.077,Sealing Ring,1,STX MAN B&W,601.002.34,ME Exhaust Valve No 4,2015-11-25,2015,0
Ship-19,2313,Renewed sealing rings of air cylinder,601.002.077,Sealing Ring,0,STX MAN B&W,601.002.03,ME Cylinder Cover No 3_IMO ID no 1845636-4,2018-04-22,2018,879
Ship-19,2609,NA,601.002.077,Sealing Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-14,2019,267
Ship-19,452,16000H Overhauling ME Exhaust Valve,601.002.077,Sealing Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-14,2019,0
Ship-20,446,16000H Overhauling ME Exhaust Valve,601.002.077,Sealing Ring,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2019-01-29,2019,NA
Ship-20,449,16000H Overhauling ME Exhaust Valve,601.002.077,Sealing Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-29,2019,0
Ship-20,447,16000H Overhauling ME Exhaust Valve,601.002.077,Sealing Ring,1,STX MAN B&W,601.002.33,ME Exhaust Valve No 3,2019-01-29,2019,0
Ship-21,452,16000H Overhauling ME Exhaust Valve,601.002.077,Sealing Ring,2,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2018-05-02,2018,NA
Ship-21,446,16000H Overhauling ME Exhaust Valve,601.002.077,Sealing Ring,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2018-12-31,2018,243
Ship-21,452,16000H Overhauling ME Exhaust Valve,601.002.077,Sealing Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-04,2019,4
Ship-21,449,16000H Overhauling ME Exhaust Valve,601.002.077,Sealing Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-04,2019,0
Ship-21,2357,"16000H Overhauled ME Exhaust Valve No.7 Sines,Portugal Done Date:Dec.31,2018",601.002.077,Sealing Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-05,2019,1
Ship-21,2355,"16000H Overhauled ME Exhaust Valve No.5 Sines,Portugal Done Date:Dec.31,2018",601.002.077,Sealing Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-05,2019,0
Ship-21,2349,"16000H Overhauled ME Exhaust Valve No.2 Sines,Portugal Done Date:Dec.31,2018",601.002.077,Sealing Ring,0,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2019-01-05,2019,0
Ship-21,451,16000H Overhauling ME Exhaust Valve,601.002.077,Sealing Ring,1,STX MAN B&W,601.002.36,ME Exhaust Valve No 6,2019-07-01,2019,177
Ship-9,734,16000H Overhaul of Exhaust Valve,601.002.077,Sealing Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2017-10-28,2017,NA
Ship-9,3371,Replaced with ready spare exhaust valve assembly,601.002.077,Sealing Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2017-10-28,2017,0
Ship-11,114,16000H Overhauling the Exhaust Valve,601.002.078,Valve Spindle,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-04-27,2019,NA
Ship-11,740,16000H Overhauling of Exhaust Valve,601.002.078,Valve Spindle,1,MAN B&W,601.002.38,Exhaust Valve 08,2019-04-27,2019,0
Ship-11,734,16000H Overhaul of Exhaust Valve,601.002.078,Valve Spindle,1,MAN B&W,601.002.34,Exhaust Valve 04,2019-07-29,2019,93
Ship-11,728,16000H Overhaul of Exhaust Valve,601.002.078,Valve Spindle,1,MAN B&W,601.002.31,Exhaust Valve 01,2019-07-29,2019,0
Ship-11,730,16000H Overhaul of  Exhaust Valve,601.002.078,Valve Spindle,1,MAN B&W,601.002.32,Exhaust Valve 02,2019-07-30,2019,1
Ship-11,736,16000H Overhaul of Exhaust Valve,601.002.078,Valve Spindle,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-08-14,2019,15
Ship-11,738,16000H Overhaul of Exhaust Valve,601.002.078,Valve Spindle,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-08-14,2019,0
Ship-13,728,16000H Overhaul of Exhaust Valve,601.002.078,Valve Spindle,1,MAN B&W,601.002.31,Exhaust Valve 01,2018-11-27,2018,NA
Ship-13,734,16000H Overhaul of Exhaust Valve,601.002.078,Valve Spindle,1,MAN B&W,601.002.34,Exhaust Valve 04,2018-11-27,2018,0
Ship-13,738,16000H Overhaul of Exhaust Valve,601.002.078,Valve Spindle,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-03-15,2019,108
Ship-13,114,16000H Overhauling the Exhaust Valve,601.002.078,Valve Spindle,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-03-15,2019,0
Ship-13,736,16000H Overhaul of Exhaust Valve,601.002.078,Valve Spindle,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-03-15,2019,0
Ship-19,2609,NA,601.002.078,Valve Spindle,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-14,2019,NA
Ship-19,452,16000H Overhauling ME Exhaust Valve,601.002.078,Valve Spindle,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-14,2019,0
Ship-20,451,16000H Overhauling ME Exhaust Valve,601.002.078,Valve Spindle,1,STX MAN B&W,601.002.36,ME Exhaust Valve No 6,2019-01-01,2019,NA
Ship-21,446,16000H Overhauling ME Exhaust Valve,601.002.078,Valve Spindle,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2018-12-31,2018,NA
Ship-21,452,16000H Overhauling ME Exhaust Valve,601.002.078,Valve Spindle,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-04,2019,4
Ship-21,449,16000H Overhauling ME Exhaust Valve,601.002.078,Valve Spindle,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-04,2019,0
Ship-21,2357,"16000H Overhauled ME Exhaust Valve No.7 Sines,Portugal Done Date:Dec.31,2018",601.002.078,Valve Spindle,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-05,2019,1
Ship-21,2355,"16000H Overhauled ME Exhaust Valve No.5 Sines,Portugal Done Date:Dec.31,2018",601.002.078,Valve Spindle,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-05,2019,0
Ship-21,2349,"16000H Overhauled ME Exhaust Valve No.2 Sines,Portugal Done Date:Dec.31,2018",601.002.078,Valve Spindle,0,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2019-01-05,2019,0
Ship-13,738,16000H Overhaul of Exhaust Valve,601.002.081,Packing,2,MAN B&W,601.002.37,Exhaust Valve 07,2019-03-15,2019,NA
Ship-13,114,16000H Overhauling the Exhaust Valve,601.002.081,Packing,2,MAN B&W,601.002.36,Exhaust Valve 06,2019-03-15,2019,0
Ship-13,736,16000H Overhaul of Exhaust Valve,601.002.081,Packing,3,MAN B&W,601.002.35,Exhaust Valve 05,2019-03-15,2019,0
Ship-19,2313,Renewed sealing rings of air cylinder,601.002.081,Packing,0,STX MAN B&W,601.002.03,ME Cylinder Cover No 3_IMO ID no 1845636-4,2018-04-22,2018,NA
Ship-11,114,16000H Overhauling the Exhaust Valve,601.002.084,Packing,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-04-27,2019,NA
Ship-11,740,16000H Overhauling of Exhaust Valve,601.002.084,Packing,1,MAN B&W,601.002.38,Exhaust Valve 08,2019-04-27,2019,0
Ship-12,1765,Renewed M/E Cyl no. 2 Exhaust Valve,601.002.084,Packing,1,MAN B&W,601.002.32,Exhaust Valve 02,2016-06-01,2016,NA
Ship-13,495,16000H Overhauling the Cylinder Cover,601.002.084,Packing,1,MAN B&W,601.002.02,Cylinder Cover 02,2016-10-02,2016,NA
Ship-13,87,16000H Overhauling the Cylinder Cover,601.002.084,Packing,1,MAN B&W,601.002.06,Cylinder Cover 06,2016-10-03,2016,1
Ship-13,728,16000H Overhaul of Exhaust Valve,601.002.084,Packing,1,MAN B&W,601.002.31,Exhaust Valve 01,2018-11-27,2018,785
Ship-13,734,16000H Overhaul of Exhaust Valve,601.002.084,Packing,1,MAN B&W,601.002.34,Exhaust Valve 04,2018-11-27,2018,0
Ship-13,738,16000H Overhaul of Exhaust Valve,601.002.084,Packing,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-03-15,2019,108
Ship-13,114,16000H Overhauling the Exhaust Valve,601.002.084,Packing,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-03-15,2019,0
Ship-13,736,16000H Overhaul of Exhaust Valve,601.002.084,Packing,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-03-15,2019,0
Ship-20,451,16000H Overhauling ME Exhaust Valve,601.002.084,Packing,1,STX MAN B&W,601.002.36,ME Exhaust Valve No 6,2019-01-01,2019,NA
Ship-20,446,16000H Overhauling ME Exhaust Valve,601.002.084,Packing,2,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2019-01-29,2019,28
Ship-20,449,16000H Overhauling ME Exhaust Valve,601.002.084,Packing,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-29,2019,0
Ship-20,447,16000H Overhauling ME Exhaust Valve,601.002.084,Packing,2,STX MAN B&W,601.002.33,ME Exhaust Valve No 3,2019-01-29,2019,0
Ship-9,734,16000H Overhaul of Exhaust Valve,601.002.084,Packing,1,MAN B&W,601.002.34,Exhaust Valve 04,2017-10-28,2017,NA
Ship-9,3371,Replaced with ready spare exhaust valve assembly,601.002.084,Packing,1,MAN B&W,601.002.34,Exhaust Valve 04,2017-10-28,2017,0
Ship-11,114,16000H Overhauling the Exhaust Valve,601.002.086,O-Ring,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-04-27,2019,NA
Ship-11,740,16000H Overhauling of Exhaust Valve,601.002.086,O-Ring,1,MAN B&W,601.002.38,Exhaust Valve 08,2019-04-27,2019,0
Ship-12,732,16000H Overhaul of Exhaust Valve,601.002.086,O-Ring,1,MAN B&W,601.002.33,Exhaust Valve 03,2020-01-31,2020,NA
Ship-12,114,16000H Overhaul of Exhaust Valve,601.002.086,O-Ring,1,MAN B&W,601.002.36,Exhaust Valve 06,2020-01-31,2020,0
Ship-12,738,16000H Overhaul of Exhaust Valve,601.002.086,O-Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2020-01-31,2020,0
Ship-13,495,16000H Overhauling the Cylinder Cover,601.002.086,O-Ring,1,MAN B&W,601.002.02,Cylinder Cover 02,2016-10-02,2016,NA
Ship-13,87,16000H Overhauling the Cylinder Cover,601.002.086,O-Ring,1,MAN B&W,601.002.06,Cylinder Cover 06,2016-10-03,2016,1
Ship-13,728,16000H Overhaul of Exhaust Valve,601.002.086,O-Ring,1,MAN B&W,601.002.31,Exhaust Valve 01,2018-11-27,2018,785
Ship-13,734,16000H Overhaul of Exhaust Valve,601.002.086,O-Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2018-11-27,2018,0
Ship-13,738,16000H Overhaul of Exhaust Valve,601.002.086,O-Ring,2,MAN B&W,601.002.37,Exhaust Valve 07,2019-03-15,2019,108
Ship-13,114,16000H Overhauling the Exhaust Valve,601.002.086,O-Ring,2,MAN B&W,601.002.36,Exhaust Valve 06,2019-03-15,2019,0
Ship-13,736,16000H Overhaul of Exhaust Valve,601.002.086,O-Ring,2,MAN B&W,601.002.35,Exhaust Valve 05,2019-03-15,2019,0
Ship-14,496,16000H Overhaul Cylinder Cover,601.002.086,O-Ring,1,MAN B&W,601.002.03,Cylinder Cover 03,2017-12-31,2017,NA
Ship-19,2609,NA,601.002.086,O-Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-14,2019,NA
Ship-19,452,16000H Overhauling ME Exhaust Valve,601.002.086,O-Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-14,2019,0
Ship-20,451,16000H Overhauling ME Exhaust Valve,601.002.086,O-Ring,1,STX MAN B&W,601.002.36,ME Exhaust Valve No 6,2019-01-01,2019,NA
Ship-10,732,16000H Overhaul of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.33,Exhaust Valve 03,2016-03-11,2016,NA
Ship-10,738,16000H Overhaul of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.37,Exhaust Valve 07,2016-03-11,2016,0
Ship-10,740,16000H Overhaul of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.38,Exhaust Valve 08,2016-03-11,2016,0
Ship-10,734,16000H Overhaul of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.34,Exhaust Valve 04,2016-03-11,2016,0
Ship-11,114,16000H Overhauling the Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-04-27,2019,NA
Ship-11,740,16000H Overhauling of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.38,Exhaust Valve 08,2019-04-27,2019,0
Ship-12,1765,Renewed M/E Cyl no. 2 Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.32,Exhaust Valve 02,2016-06-01,2016,NA
Ship-12,732,16000H Overhaul of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.33,Exhaust Valve 03,2020-01-31,2020,1339
Ship-12,114,16000H Overhaul of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.36,Exhaust Valve 06,2020-01-31,2020,0
Ship-12,738,16000H Overhaul of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.37,Exhaust Valve 07,2020-01-31,2020,0
Ship-13,495,16000H Overhauling the Cylinder Cover,601.002.088,Packing,1,MAN B&W,601.002.02,Cylinder Cover 02,2016-10-02,2016,NA
Ship-13,87,16000H Overhauling the Cylinder Cover,601.002.088,Packing,1,MAN B&W,601.002.06,Cylinder Cover 06,2016-10-03,2016,1
Ship-13,728,16000H Overhaul of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.31,Exhaust Valve 01,2018-11-27,2018,785
Ship-13,734,16000H Overhaul of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.34,Exhaust Valve 04,2018-11-27,2018,0
Ship-13,738,16000H Overhaul of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-03-15,2019,108
Ship-13,114,16000H Overhauling the Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-03-15,2019,0
Ship-13,736,16000H Overhaul of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-03-15,2019,0
Ship-14,2077,Replaced exhaust valve with ships recon spares (RH 42153.00),601.002.088,Packing,1,MAN B&W,601.002.32,Exhaust Valve 02,2018-03-12,2018,NA
Ship-20,451,16000H Overhauling ME Exhaust Valve,601.002.088,Packing,1,STX MAN B&W,601.002.36,ME Exhaust Valve No 6,2019-01-01,2019,NA
Ship-9,734,16000H Overhaul of Exhaust Valve,601.002.088,Packing,1,MAN B&W,601.002.34,Exhaust Valve 04,2017-10-28,2017,NA
Ship-9,3371,Replaced with ready spare exhaust valve assembly,601.002.088,Packing,1,MAN B&W,601.002.34,Exhaust Valve 04,2017-10-28,2017,0
Ship-20,448,16000H Overhauling ME Exhaust Valve,601.002.090,"Exhaust Valve, Complete",1,STX MAN B&W,601.002.34,ME Exhaust Valve No 4,2019-05-12,2019,NA
Ship-20,452,16000H Overhauling ME Exhaust Valve,601.002.090,"Exhaust Valve, Complete",1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-05-12,2019,0
Ship-10,732,16000H Overhaul of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.33,Exhaust Valve 03,2016-03-11,2016,NA
Ship-10,738,16000H Overhaul of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2016-03-11,2016,0
Ship-10,740,16000H Overhaul of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.38,Exhaust Valve 08,2016-03-11,2016,0
Ship-10,734,16000H Overhaul of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2016-03-11,2016,0
Ship-10,1,16000H Overhaul of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.36,NA,2020-03-28,2020,1478
Ship-10,728,16000H Overhaul of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.31,Exhaust Valve 01,2020-03-28,2020,0
Ship-11,114,16000H Overhauling the Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-04-27,2019,NA
Ship-11,740,16000H Overhauling of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.38,Exhaust Valve 08,2019-04-27,2019,0
Ship-11,734,16000H Overhaul of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2019-07-29,2019,93
Ship-11,728,16000H Overhaul of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.31,Exhaust Valve 01,2019-07-29,2019,0
Ship-11,730,16000H Overhaul of  Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.32,Exhaust Valve 02,2019-07-30,2019,1
Ship-11,736,16000H Overhaul of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-08-14,2019,15
Ship-11,738,16000H Overhaul of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-08-14,2019,0
Ship-13,738,16000H Overhaul of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-03-15,2019,NA
Ship-13,114,16000H Overhauling the Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-03-15,2019,0
Ship-13,736,16000H Overhaul of Exhaust Valve,601.002.131,Sealing Ring,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-03-15,2019,0
Ship-19,2609,NA,601.002.131,Sealing Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-14,2019,NA
Ship-19,452,16000H Overhauling ME Exhaust Valve,601.002.131,Sealing Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-14,2019,0
Ship-20,446,16000H Overhauling ME Exhaust Valve,601.002.131,Sealing Ring,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2019-01-29,2019,NA
Ship-20,449,16000H Overhauling ME Exhaust Valve,601.002.131,Sealing Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-29,2019,0
Ship-20,447,16000H Overhauling ME Exhaust Valve,601.002.131,Sealing Ring,1,STX MAN B&W,601.002.33,ME Exhaust Valve No 3,2019-01-29,2019,0
Ship-20,2811,Overhauling of exhaust valve upper parts,601.002.131,Sealing Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2020-04-21,2020,448
Ship-20,2809,Overhauling of exhaust valve upper parts,601.002.131,Sealing Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2020-04-21,2020,0
Ship-20,2807,NA,601.002.131,Sealing Ring,1,STX MAN B&W,601.002.33,ME Exhaust Valve No 3,2020-04-21,2020,0
Ship-21,446,16000H Overhauling ME Exhaust Valve,601.002.131,Sealing Ring,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2018-12-31,2018,NA
Ship-21,452,16000H Overhauling ME Exhaust Valve,601.002.131,Sealing Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-04,2019,4
Ship-21,449,16000H Overhauling ME Exhaust Valve,601.002.131,Sealing Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-04,2019,0
Ship-21,2357,"16000H Overhauled ME Exhaust Valve No.7 Sines,Portugal Done Date:Dec.31,2018",601.002.131,Sealing Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-05,2019,1
Ship-21,2355,"16000H Overhauled ME Exhaust Valve No.5 Sines,Portugal Done Date:Dec.31,2018",601.002.131,Sealing Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-05,2019,0
