ship,job_id,job_desc,item_id,item_name,item_quantity,item_manufaturer,component_id,component_desc,done_date,year,days
Ship-13,2483,Replace damage cylinder head cover o-ring,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.002.01,Cylinder Cover 01,2017-06-26,2017,NA
Ship-13,2583,Main Engine Cylinder no.3 jacket cooling water leak,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.002.03,Cylinder Cover 03,2017-06-29,2017,3
Ship-13,2461,Replace o-ring on ME cylinder head  cover cylinder no.7,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.002.07,Cylinder Cover 07,2017-06-29,2017,0
Ship-13,2585,Main Engine Cylinder no.5 jacket cooling water,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.002.05,Cylinder Cover 05,2017-07-27,2017,28
Ship-13,3323,Replacement of cylinder liner o-rings,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.003.02,Cylinder Liner 02,2018-04-15,2018,262
Ship-14,2029,M/E Piston ring3  broken in cylinder no. 3 and 8,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.004.03,Piston 03,2018-01-01,2018,NA
Ship-20,520,16000H Overhaul ME Piston,601.003.015,Piston Cleaning Ring,1,STX MAN B&W,601.004.05,ME Piston No 5,2016-08-23,2016,NA
Ship-20,516,16000H Overhaul ME Piston,601.003.015,Piston Cleaning Ring,1,STX MAN B&W,601.004.01,ME Piston No 1,2016-08-23,2016,0
Ship-21,2307,Pulled out broken piston ring no.2 and renew all piston rings 19 Oct.2018,601.003.015,Piston Cleaning Ring,1,STX MAN B&W,601.004.04,ME Piston No 4,2018-10-23,2018,NA
Ship-21,2309,"Pulled out broken piston ring no.1 and renewed all piston rings Date:20 Oct,2018",601.003.015,Piston Cleaning Ring,1,STX MAN B&W,601.004.07,ME Piston No 7,2018-10-23,2018,0
Ship-21,2319,Pulled out broken piston ring no.2 and renew all piston rings 08 Nov.2018,601.003.015,Piston Cleaning Ring,1,STX MAN B&W,601.004.03,ME Piston No 3,2018-11-11,2018,19
Ship-21,517,16000H Overhaul ME Piston,601.003.015,Piston Cleaning Ring,1,STX MAN B&W,601.004.02,ME Piston No 2,2019-06-25,2019,226
Ship-21,518,16000H Overhaul ME Piston,601.003.015,Piston Cleaning Ring,1,STX MAN B&W,601.004.03,ME Piston No 3,2019-06-25,2019,0
Ship-21,519,16000H Overhaul ME Piston,601.003.015,Piston Cleaning Ring,1,STX MAN B&W,601.004.04,ME Piston No 4,2019-06-25,2019,0
Ship-21,520,16000H Overhaul ME Piston,601.003.015,Piston Cleaning Ring,1,STX MAN B&W,601.004.05,ME Piston No 5,2019-07-01,2019,6
Ship-21,508,16000H Overhaul ME Cylinder Liner,601.003.015,Piston Cleaning Ring,1,STX MAN B&W,601.003.06,ME Cylinder Liner No 6,2020-03-02,2020,245
Ship-21,516,16000H Overhaul ME Piston,601.003.015,Piston Cleaning Ring,1,STX MAN B&W,601.004.01,ME Piston No 1,2020-03-18,2020,16
Ship-9,3775,Stuffing Box replacement with new Complete of Spares,601.003.015,Piston Cleaning Ring,0,MAN B&W,601.004.16,Stuffing Box 06,2019-04-17,2019,NA
Ship-9,3777,Stuffing box overhauling,601.003.015,Piston Cleaning Ring,0,MAN B&W,601.004.18,Stuffing Box 08,2019-04-21,2019,4
Ship-9,3785,Piston crown replacement with new spare,601.003.015,Piston Cleaning Ring,0,MAN B&W,601.004.02,Piston 02,2019-04-29,2019,8
Ship-9,3783,"Piston crown replacement with new spare,,",601.003.015,Piston Cleaning Ring,0,MAN B&W,601.004.01,Piston 01,2019-04-29,2019,0
Ship-9,3793,Piston crown and Piston ring replacement with new spare,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.004.05,Piston 05,2019-05-14,2019,15
Ship-9,3789,Piston crown and Piston ring replacement with new spare...,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.004.03,Piston 03,2019-05-14,2019,0
Ship-9,3809,Stuffing box replacement with new complete set of spare,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.004.15,Stuffing Box 05,2019-05-14,2019,0
Ship-9,3797,Piston crown and Piston ring replacement with new spare,601.003.015,Piston Cleaning Ring,0,MAN B&W,601.004.07,Piston 07,2019-05-14,2019,0
Ship-9,3805,Stuffing box replacement with new complete set of spare,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.004.13,Stuffing Box 03,2019-05-14,2019,0
Ship-9,3795,NA,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.004.05,Piston 05,2019-05-14,2019,0
Ship-9,3791,Piston crown and Piston ring repacement with new spare,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.004.04,Piston 04,2019-05-14,2019,0
Ship-9,3799,Stuffing box replacement with new complete set of spare,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.004.11,Stuffing Box 01,2019-05-14,2019,0
Ship-9,3811,Stuffing box replacement with new complete set of spare,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.004.17,Stuffing Box 07,2019-05-14,2019,0
Ship-9,3921,Replaced Cylinder Liner Due to scuffing.,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.003.06,Cylinder Liner 06,2019-09-15,2019,124
Ship-9,3999,M.E. cooling jacket water leak at cylinder liner No.1,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.003.01,Cylinder Liner 01,2020-01-31,2020,138
Ship-9,829,24000H Overhaul of the Cylinder Liner,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.003.02,Cylinder Liner 02,2020-02-01,2020,1
Ship-9,4075,Renewal of piston rings for ME cylinder No.8,601.003.015,Piston Cleaning Ring,1,MAN B&W,601.004.08,Piston 08,2020-04-12,2020,71
Ship-11,2179,NA,601.003.016,O-Ring,2,B&W MAN,601.003.04,Cylinder Liner 04,2017-06-29,2017,NA
Ship-20,1645,Defective ME Atlas Lubricator no.1 Sensor Unit,601.003.115,Alarm Sensor Unit,1,Atlas,601.003.11,ME Cylinder Lubricator Unit No 1,2015-09-16,2015,NA
Ship-10,862,24000H Overhaul of the Piston,601.004.003,Locking Wire,0,MAN B&W,601.004.04,NA,2018-01-11,2018,NA
Ship-10,2685,Overhauling/Replacement of broken piston ring,601.004.003,Locking Wire,1,MAN B&W,601.004.01,NA,2019-07-14,2019,549
Ship-10,866,24000H Overhaul of the Piston,601.004.003,Locking Wire,0,MAN B&W,601.004.07,NA,2019-09-23,2019,71
Ship-10,858,24000H Overhaul of the Piston,601.004.003,Locking Wire,0,MAN B&W,601.004.02,NA,2019-10-30,2019,37
Ship-10,764,24000H Overhaul of the Piston,601.004.003,Locking Wire,1,MAN B&W,601.004.06,NA,2020-01-20,2020,82
Ship-10,868,24000H Overhaul of the Piston,601.004.003,Locking Wire,1,MAN B&W,601.004.08,Piston 08,2020-01-22,2020,2
Ship-20,1843,ME Cylinde no.6 broken piston ring,601.004.003,Locking Wire,0,STX MAN B&W,601.004.06,ME Piston No 6,2016-03-30,2016,NA
Ship-12,1759,Overhaul of M/E Cyl no.2 Piston,601.004.004,Piston Skirt,1,MAN B&W,601.004.02,Piston 02,2016-05-31,2016,NA
Ship-20,1843,ME Cylinde no.6 broken piston ring,601.004.004,Piston Skirt,0,STX MAN B&W,601.004.06,ME Piston No 6,2016-03-30,2016,NA
Ship-10,862,24000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.04,NA,2018-01-11,2018,NA
Ship-10,2685,Overhauling/Replacement of broken piston ring,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.01,NA,2019-07-14,2019,549
Ship-10,866,24000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,0,MAN B&W,601.004.07,NA,2019-09-23,2019,71
Ship-10,858,24000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,0,MAN B&W,601.004.02,NA,2019-10-30,2019,37
Ship-10,764,24000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.06,NA,2020-01-20,2020,82
Ship-10,868,24000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.08,Piston 08,2020-01-22,2020,2
Ship-11,868,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.08,Piston 08,2015-04-13,2015,NA
Ship-11,858,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.02,Piston 02,2015-04-13,2015,0
Ship-11,864,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.05,Piston 05,2015-05-05,2015,22
Ship-11,764,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.06,Piston 06,2015-05-05,2015,0
Ship-12,1759,Overhaul of M/E Cyl no.2 Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.02,Piston 02,2016-05-31,2016,NA
Ship-12,1905,Main Engine Cyl no.8 broken near gap of top piston ring,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.08,Piston 08,2017-01-09,2017,223
Ship-12,1907,Main Engine CCylinder no.5 Top ring already reached CL maximum limit.,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.05,Piston 05,2017-01-09,2017,0
Ship-12,1923,Main engine cylinder no.6 broken near gap,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.06,Piston 06,2017-02-24,2017,46
Ship-12,1995,Replacement of piston.,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.08,Piston 08,2017-05-11,2017,76
Ship-12,2017,Replacement of piston rings.,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.06,Piston 06,2017-05-12,2017,1
Ship-12,2023,Renewed piston rings.,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.04,Piston 04,2017-05-13,2017,1
Ship-12,2029,Renewed piston rings.,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.01,Piston 01,2017-05-14,2017,1
Ship-12,862,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.04,Piston 04,2017-05-31,2017,17
Ship-12,866,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.07,Piston 07,2017-05-31,2017,0
Ship-12,864,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.05,Piston 05,2017-05-31,2017,0
Ship-12,764,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.06,Piston 06,2017-05-31,2017,0
Ship-12,856,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.01,Piston 01,2017-05-31,2017,0
Ship-12,2051,Replacement of piston rings.,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.03,Piston 03,2017-06-05,2017,5
Ship-12,2049,Replacement of piston rings.,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.02,Piston 02,2017-06-05,2017,0
Ship-12,2289,Replacement of damaged piston rings.,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.02,Piston 02,2017-10-26,2017,143
Ship-12,864,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.05,Piston 05,2017-11-20,2017,25
Ship-12,860,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.03,Piston 03,2017-11-20,2017,0
Ship-12,856,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.01,Piston 01,2017-11-20,2017,0
Ship-12,764,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.06,Piston 06,2017-11-20,2017,0
Ship-12,868,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.08,Piston 08,2017-11-20,2017,0
Ship-12,866,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.07,Piston 07,2017-11-20,2017,0
Ship-12,862,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.04,Piston 04,2017-11-20,2017,0
Ship-12,858,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.02,Piston 02,2017-12-13,2017,23
Ship-12,856,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.01,Piston 01,2018-12-16,2018,368
Ship-12,868,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.08,Piston 08,2018-12-16,2018,0
Ship-12,860,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.03,Piston 03,2018-12-17,2018,1
Ship-12,866,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.07,Piston 07,2018-12-17,2018,0
Ship-12,764,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.06,Piston 06,2018-12-18,2018,1
Ship-12,864,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.05,Piston 05,2018-12-18,2018,0
Ship-12,862,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.04,Piston 04,2018-12-19,2018,1
Ship-12,858,16000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.02,Piston 02,2018-12-19,2018,0
Ship-13,3321,Replacment of new piston rings,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.02,Piston 02,2018-04-15,2018,NA
Ship-14,2029,M/E Piston ring3  broken in cylinder no. 3 and 8,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.03,Piston 03,2018-01-01,2018,NA
Ship-14,866,16000H Overhaul of the piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.07,Piston 07,2018-06-29,2018,179
Ship-14,868,16000H Overhaul of the piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.08,Piston 08,2018-06-29,2018,0
Ship-14,862,16000H Overhaul of the piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.04,Piston 04,2018-06-29,2018,0
Ship-14,868,16000H Overhaul of the piston,601.004.005,Piston Ring No. 1,0,MAN B&W,601.004.08,Piston 08,2018-09-01,2018,64
Ship-14,866,16000H Overhaul of the piston,601.004.005,Piston Ring No. 1,0,MAN B&W,601.004.07,Piston 07,2018-09-01,2018,0
Ship-14,862,16000H Overhaul of the piston,601.004.005,Piston Ring No. 1,0,MAN B&W,601.004.04,Piston 04,2018-09-01,2018,0
Ship-20,1843,ME Cylinde no.6 broken piston ring,601.004.005,Piston Ring No. 1,0,STX MAN B&W,601.004.06,ME Piston No 6,2016-03-30,2016,NA
Ship-20,522,16000H Overhaul ME Piston,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.07,ME Piston No 7,2016-05-09,2016,40
Ship-20,1877,ME PISTON CYLINDER NO.7 BROKEN END GAP OF TOP RING,601.004.005,Piston Ring No. 1,0,STX MAN B&W,601.004.07,ME Piston No 7,2016-05-10,2016,1
Ship-20,520,16000H Overhaul ME Piston,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.05,ME Piston No 5,2016-08-23,2016,105
Ship-20,516,16000H Overhaul ME Piston,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.01,ME Piston No 1,2016-08-23,2016,0
Ship-21,2139,Change Piston Rings,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.07,ME Piston No 7,2018-03-03,2018,NA
Ship-21,2141,Change Piston Rings,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.06,ME Piston No 6,2018-03-04,2018,1
Ship-21,2143,Change Piston Rings,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.04,ME Piston No 4,2018-03-05,2018,1
Ship-21,2307,Pulled out broken piston ring no.2 and renew all piston rings 19 Oct.2018,601.004.005,Piston Ring No. 1,1,HYUNDAI MAN B&W,601.004.04,ME Piston No 4,2018-10-23,2018,232
Ship-21,2309,"Pulled out broken piston ring no.1 and renewed all piston rings Date:20 Oct,2018",601.004.005,Piston Ring No. 1,1,HYUNDAI MAN B&W,601.004.07,ME Piston No 7,2018-10-23,2018,0
Ship-21,2319,Pulled out broken piston ring no.2 and renew all piston rings 08 Nov.2018,601.004.005,Piston Ring No. 1,1,HYUNDAI MAN B&W,601.004.03,ME Piston No 3,2018-11-11,2018,19
Ship-21,2421,Overhauled change piston assembly fitted with new piston rings,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.07,ME Piston No 7,2019-05-03,2019,173
Ship-21,2453,Overhauled piston on Cyl. no.6  installed new piston crown and piston rings,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.06,ME Piston No 6,2019-06-04,2019,32
Ship-21,2457,Overhauled piston on Cyl. no.1  installed reconditioned crown fitted with new pi,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.01,ME Piston No 1,2019-06-13,2019,9
Ship-21,517,16000H Overhaul ME Piston,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.02,ME Piston No 2,2019-06-25,2019,12
Ship-21,518,16000H Overhaul ME Piston,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.03,ME Piston No 3,2019-06-25,2019,0
Ship-21,519,16000H Overhaul ME Piston,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.04,ME Piston No 4,2019-06-25,2019,0
Ship-21,520,16000H Overhaul ME Piston,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.05,ME Piston No 5,2019-07-01,2019,6
Ship-21,521,16000H Overhaul ME Piston,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.06,ME Piston No 6,2020-03-02,2020,245
Ship-21,516,16000H Overhaul ME Piston,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.01,ME Piston No 1,2020-03-18,2020,16
Ship-21,516,16000H Overhaul ME Piston,601.004.005,Piston Ring No. 1,1,STX MAN B&W,601.004.01,ME Piston No 1,2020-03-29,2020,11
Ship-9,866,24000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.07,Piston 07,2018-10-21,2018,NA
Ship-9,864,24000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.05,Piston 05,2018-10-22,2018,1
Ship-9,860,24000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.03,Piston 03,2019-02-16,2019,117
Ship-9,6252,24000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.04,Piston 04,2019-02-16,2019,0
Ship-9,3771,Piston crown replacement with new spare.,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.06,Piston 06,2019-04-17,2019,60
Ship-9,3773,Piston crown replacement with new spare,601.004.005,Piston Ring No. 1,0,MAN B&W,601.004.08,Piston 08,2019-04-18,2019,1
Ship-9,3785,Piston crown replacement with new spare,601.004.005,Piston Ring No. 1,0,MAN B&W,601.004.02,Piston 02,2019-04-29,2019,11
Ship-9,3783,"Piston crown replacement with new spare,,",601.004.005,Piston Ring No. 1,0,MAN B&W,601.004.01,Piston 01,2019-04-29,2019,0
Ship-9,3793,Piston crown and Piston ring replacement with new spare,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.05,Piston 05,2019-05-14,2019,15
Ship-9,3789,Piston crown and Piston ring replacement with new spare...,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.03,Piston 03,2019-05-14,2019,0
Ship-9,3797,Piston crown and Piston ring replacement with new spare,601.004.005,Piston Ring No. 1,0,MAN B&W,601.004.07,Piston 07,2019-05-14,2019,0
Ship-9,3795,NA,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.05,Piston 05,2019-05-14,2019,0
Ship-9,3791,Piston crown and Piston ring repacement with new spare,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.04,Piston 04,2019-05-14,2019,0
Ship-9,764,24000H Overhaul of the Piston,601.004.005,Piston Ring No. 1,1,MAN B&W,601.004.06,Piston 06,2019-09-15,2019,124
Ship-10,862,24000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.04,NA,2018-01-11,2018,NA
Ship-10,2685,Overhauling/Replacement of broken piston ring,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.01,NA,2019-07-14,2019,549
Ship-10,866,24000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,0,MAN B&W,601.004.07,NA,2019-09-23,2019,71
Ship-10,858,24000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,0,MAN B&W,601.004.02,NA,2019-10-30,2019,37
Ship-10,764,24000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.06,NA,2020-01-20,2020,82
Ship-10,868,24000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.08,Piston 08,2020-01-22,2020,2
Ship-11,868,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.08,Piston 08,2015-04-13,2015,NA
Ship-11,858,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.02,Piston 02,2015-04-13,2015,0
Ship-11,864,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.05,Piston 05,2015-05-05,2015,22
Ship-11,764,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.06,Piston 06,2015-05-05,2015,0
Ship-12,1759,Overhaul of M/E Cyl no.2 Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.02,Piston 02,2016-05-31,2016,NA
Ship-12,1905,Main Engine Cyl no.8 broken near gap of top piston ring,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.08,Piston 08,2017-01-09,2017,223
Ship-12,1907,Main Engine CCylinder no.5 Top ring already reached CL maximum limit.,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.05,Piston 05,2017-01-09,2017,0
Ship-12,1923,Main engine cylinder no.6 broken near gap,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.06,Piston 06,2017-02-24,2017,46
Ship-12,1995,Replacement of piston.,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.08,Piston 08,2017-05-11,2017,76
Ship-12,2017,Replacement of piston rings.,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.06,Piston 06,2017-05-12,2017,1
Ship-12,2023,Renewed piston rings.,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.04,Piston 04,2017-05-13,2017,1
Ship-12,2029,Renewed piston rings.,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.01,Piston 01,2017-05-14,2017,1
Ship-12,862,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.04,Piston 04,2017-05-31,2017,17
Ship-12,866,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.07,Piston 07,2017-05-31,2017,0
Ship-12,864,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.05,Piston 05,2017-05-31,2017,0
Ship-12,764,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.06,Piston 06,2017-05-31,2017,0
Ship-12,856,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.01,Piston 01,2017-05-31,2017,0
Ship-12,2051,Replacement of piston rings.,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.03,Piston 03,2017-06-05,2017,5
Ship-12,2049,Replacement of piston rings.,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.02,Piston 02,2017-06-05,2017,0
Ship-12,2289,Replacement of damaged piston rings.,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.02,Piston 02,2017-10-26,2017,143
Ship-12,864,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.05,Piston 05,2017-11-20,2017,25
Ship-12,860,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.03,Piston 03,2017-11-20,2017,0
Ship-12,856,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.01,Piston 01,2017-11-20,2017,0
Ship-12,764,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.06,Piston 06,2017-11-20,2017,0
Ship-12,868,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.08,Piston 08,2017-11-20,2017,0
Ship-12,866,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.07,Piston 07,2017-11-20,2017,0
Ship-12,862,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.04,Piston 04,2017-11-20,2017,0
Ship-12,858,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.02,Piston 02,2017-12-13,2017,23
Ship-12,856,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.01,Piston 01,2018-12-16,2018,368
Ship-12,868,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.08,Piston 08,2018-12-16,2018,0
Ship-12,860,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.03,Piston 03,2018-12-17,2018,1
Ship-12,866,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.07,Piston 07,2018-12-17,2018,0
Ship-12,764,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.06,Piston 06,2018-12-18,2018,1
Ship-12,864,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.05,Piston 05,2018-12-18,2018,0
Ship-12,862,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.04,Piston 04,2018-12-19,2018,1
Ship-12,858,16000H Overhaul of the Piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.02,Piston 02,2018-12-19,2018,0
Ship-13,3321,Replacment of new piston rings,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.02,Piston 02,2018-04-15,2018,NA
Ship-14,2029,M/E Piston ring3  broken in cylinder no. 3 and 8,601.004.006,Piston Ring No. 2 And No. 4,1,MAN B&W,601.004.03,Piston 03,2018-01-01,2018,NA
Ship-14,866,16000H Overhaul of the piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.07,Piston 07,2018-06-29,2018,179
Ship-14,868,16000H Overhaul of the piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.08,Piston 08,2018-06-29,2018,0
Ship-14,862,16000H Overhaul of the piston,601.004.006,Piston Ring No. 2 And No. 4,2,MAN B&W,601.004.04,Piston 04,2018-06-29,2018,0
Ship-14,868,16000H Overhaul of the piston,601.004.006,Piston Ring No. 2 And No. 4,0,MAN B&W,601.004.08,Piston 08,2018-09-01,2018,64
Ship-14,866,16000H Overhaul of the piston,601.004.006,Piston Ring No. 2 And No. 4,0,MAN B&W,601.004.07,Piston 07,2018-09-01,2018,0
Ship-14,862,16000H Overhaul of the piston,601.004.006,Piston Ring No. 2 And No. 4,0,MAN B&W,601.004.04,Piston 04,2018-09-01,2018,0
